0.0802 1.64252e-06 5.4467e-06 3.42813e-06 6.73426e-07 1.70095e-06 2.86842e-06 1.19192e-06
4.25756e-06 -1.8149e-06 -1.7477e-08 0.00154266 0.00150342 -4.67766e-06
-0.00157432 0.0107646 -6.88249e-06 -16.9603 -3.0505 0.0713515
-0.0117332 0.0107639 0.000134351 -9.02985 -10.3915 -0.00328758
-0.00459763 0.0200823 0.000138839 -12.2531 -3.08675 0.116064
-0.0159571 0.0251881 0.000357997 -8.88294 -4.59023 0.000960964
-0.0376626 -0.00384317 -2.40134e-05 1.0731 -8.98335 -0.00142575
-0.0471393 -0.0133979 1.93553e-05 1.51498 -7.53106 -0.0234794
-0.0412598 0.0238331 -4.23921e-05 -4.08147 -7.05496 -0.0443789
0.0802 3.7648e-06 4.8292e-06 1.33666e-06 5.78404e-07 2.45408e-06 3.08949e-07 1.24812e-06
2.95009e-06 -2.11111e-06 1.74847e-08 0.00168103 0.00131722 3.3509e-06
-0.00237549 0.0104573 -5.64945e-05 -17.0657 -3.75953 -0.0471014
-0.0113282 0.00980875 -4.52313e-06 -9.45304 -11.1847 0.000130077
-0.00510729 0.0209929 -7.92867e-05 -11.682 -2.99153 0.0121462
-0.0102922 0.0257161 -0.000214432 -9.98859 -4.05601 0.0612331
-0.0381249 -0.00330018 -0.000309753 0.997088 -8.89192 -0.0770874
-0.0449848 -0.00559569 -0.000286296 1.01536 -8.27401 0.0220301
-0.0422303 0.0396326 -7.14043e-05 -5.03768 -5.40967 0.0309877
0.0802 3.82109e-07 6.31991e-06 4.59439e-07 1.2973e-06 1.94081e-06 2.65332e-07 1.36288e-06
1.95512e-06 -1.80217e-06 1.0768e-08 0.00112038 0.00118947 -7.7044e-06
-0.00234775 0.010986 1.66258e-05 -16.3244 -3.48062 -0.0618746
-0.0117923 0.00973353 -5.49032e-05 -9.13471 -11.0707 0.0929937
-0.00571724 0.0207324 0.000115756 -11.7042 -3.12515 -0.0882926
-0.0116356 0.0253675 -7.65365e-05 -9.81054 -4.274 -0.0218439
-0.0362664 -0.00897027 -0.000121619 1.72725 -9.00646 -0.0222103
-0.0453805 -0.0065853 -0.000165376 1.09113 -8.16568 0.171545
0.0137732 0.0407546 -0.000144501 -8.3821 1.85467 0.088281
0.0802 1.79256e-06 2.42155e-06 9.17292e-07 8.46464e-07 2.30356e-06 3.64141e-06 1.53356e-06
4.45339e-06 1.04256e-07 3.48077e-08 0.000690717 0.00123187 5.20631e-06
-0.00233781 0.0110864 7.04961e-05 -16.1898 -3.43242 -0.0937472
-0.0121686 0.00958902 -1.24039e-05 -8.88709 -11.0283 -0.00696441
-0.00341759 0.0197848 -7.88287e-05 -12.6675 -2.69449 0.0656896
-0.0119602 0.0253562 7.36866e-05 -9.7449 -4.30435 0.0034905
-0.0361218 -0.00675724 -0.000299218 1.49214 -9.20097 -0.00691461
-0.0467427 -0.00731557 -0.000440215 1.09557 -7.90095 -0.040209
-0.0370558 -0.0318614 -0.000381923 4.94799 -6.42722 -0.0870518
0.0802 1.6461e-06 6.22046e-06 1.36604e-06 2.18457e-06 1.92771e-06 1.16655e-06 8.19768e-07
2.56736e-06 -1.64701e-06 2.4294e-08 0.00138298 0.00135437 -1.99824e-05
-0.00168379 0.0104798 6.11982e-06 -17.3489 -3.24136 0.126912
-0.0131471 0.0083528 -0.000178258 -8.2754 -11.3964 0.173602
-0.00534059 0.0204826 0.000129039 -11.8954 -3.15038 0.232586
-0.00876243 0.0274875 2.02857e-05 -9.72134 -3.55147 0.00358888
-0.0369341 -0.00369141 -0.000378117 1.08637 -9.16583 0.00565786
-0.0433918 -0.00576308 -0.000350109 1.0925 -8.56 -0.0259754
0.0328206 -0.0137953 8.18786e-05 3.94994 8.93261 0.0092993
0.0802 3.85126e-06 4.39505e-06 1.573e-06 5.72878e-06 2.30539e-06 1.26969e-06 1.34917e-06
2.47667e-06 -3.15434e-06 4.03165e-09 0.00212689 0.00140622 8.89609e-07
-0.00260931 0.0108968 -5.34749e-05 -16.3172 -3.6958 -0.242745
-0.0125439 0.00972839 0.000139482 -8.62154 -10.7885 0.168742
-0.00595805 0.0206581 -0.00043453 -11.6499 -3.32371 0.00912489
-0.0114266 0.0261273 2.99605e-05 -9.63894 -4.09393 0.0134429
-0.0352381 -0.00671737 -0.000347744 1.5455 -9.41995 0.00538435
-0.0447768 -0.0053736 0.000375813 1.00385 -8.31929 0.0587462
0.0589059 0.00621927 7.85477e-05 -0.841355 7.28761 -0.0418553
0.0802 3.89736e-06 2.40009e-06 4.7532e-08 2.16595e-06 3.48864e-06 6.49449e-06 9.20357e-07
6.29298e-06 -1.63263e-06 7.25524e-09 0.00128373 0.00169839 -1.2722e-05
-0.00222721 0.0108107 -0.000105358 -16.6255 -3.48379 0.149078
-0.0118393 0.00988375 5.5415e-05 -9.08233 -10.9478 0.218956
-0.00695466 0.0205097 0.000241702 -11.5132 -3.48214 0.0470646
-0.0121531 0.0255934 0.000130806 -9.63626 -4.27077 -0.0219261
-0.0373724 -0.00785551 0.000176694 1.53134 -8.83382 0.00637374
-0.0447166 -0.00388712 -0.000218009 0.876996 -8.37242 -0.00970645
-0.0219015 0.0666294 0.000217708 -6.49818 -1.90092 -0.000181343
0.0802 7.65841e-06 4.41664e-06 2.67168e-06 2.83937e-06 1.82942e-06 1.31042e-06 1.34699e-06
3.38242e-06 -3.03754e-06 1.01285e-08 0.00285171 0.00176422 1.49879e-05
-0.00226873 0.010975 -7.67124e-05 -16.3694 -3.44466 -0.124855
-0.0124896 0.00767554 -2.75707e-06 -8.68986 -12.1775 -0.00576236
-0.00574556 0.0202503 2.75337e-05 -11.9133 -3.34915 -0.0260608
-0.0125143 0.0257987 0.000143561 -9.50433 -4.25722 -0.0687396
-0.0381131 -0.00487724 -4.67651e-05 1.17313 -8.83328 -0.00545572
-0.0419616 -0.00820583 1.09147e-05 1.37981 -8.71813 -0.0323737
-0.0171779 0.0133488 -0.000462192 -7.50058 -9.43325 0.0718753
0.0802 2.15947e-06 4.04355e-06 2.11427e-06 1.86995e-06 1.20627e-06 3.51099e-06 1.3004e-06
3.43185e-06 -2.81803e-06 2.45361e-09 0.00154264 0.00131323 -1.87833e-06
-0.00313722 0.0102448 5.85001e-06 -16.9267 -4.39542 0.0233569
-0.0106798 0.0113456 -3.75081e-05 -9.61849 -10.2824 -0.00659015
-0.00539187 0.0204976 -0.000150719 -11.8725 -3.1776 0.0889292
-0.0094566 0.024748 0.000207152 -10.4583 -4.15216 -0.0608466
-0.0371234 -0.00102162 -1.84242e-05 0.75419 -9.19413 -0.0114678
-0.0441297 -0.00713581 1.54618e-06 1.19046 -8.36874 -0.00123303
0.00271255 0.0728064 -8.43245e-05 -6.69414 0.54129 0.0544245
0.0802 3.03532e-06 4.50813e-06 2.56046e-06 1.08597e-06 1.85742e-06 3.52866e-06 1.45315e-06
4.69757e-06 -2.07575e-06 -9.97139e-09 0.00164584 0.00162197 2.07995e-06
-0.00266227 0.0106443 -1.09391e-05 -16.6447 -3.8651 0.0494458
-0.0122804 0.0098458 2.36779e-05 -8.79072 -10.8101 -0.0449777
-0.00549849 0.0206794 7.51432e-05 -11.7609 -3.14985 -0.044714
-0.00982297 0.0261136 5.46423e-06 -9.9605 -3.92073 -0.00606205
-0.0361392 0.000683483 0.000195801 0.552952 -9.45848 -0.00897868
-0.0458881 -0.00633729 1.96523e-05 1.04619 -8.08688 0.00222387
-0.0409505 0.0203458 6.52373e-05 -3.87678 -7.70024 0.0108531
0.0802 2.54483e-06 2.84499e-06 7.41764e-07 3.83099e-06 1.86542e-06 4.11159e-06 1.29193e-06
4.9801e-06 -9.21278e-07 -2.78947e-08 0.00129249 0.00146575 3.09244e-06
-0.00342669 0.0104224 3.75755e-05 -16.4973 -4.46356 0.0123101
-0.0107969 0.0109508 5.88121e-05 -9.63117 -10.5288 0.020172
-0.00502088 0.0211955 -0.000148035 -11.5887 -2.94005 0.291295
-0.0116467 0.0247326 -7.41622e-06 -9.98952 -4.41059 0.0219578
-0.0367024 -0.00369097 0.000173324 1.09324 -9.22167 0.0943736
-0.0448192 -0.00498047 0.000209794 0.972341 -8.32033 -0.199378
-0.0455759 -0.0517838 0.000717159 5.07343 -4.45082 0.00525858
0.0802 6.62407e-06 6.0954e-06 8.76793e-07 2.84862e-06 1.89814e-06 1.82017e-06 1.23714e-06
3.31654e-06 -1.34865e-06 -1.83255e-08 0.00240442 0.00173498 2.64512e-05
-0.00226759 0.0108811 -1.02762e-05 -16.5057 -3.48493 -0.214403
-0.011144 0.00944808 3.52417e-05 -9.63164 -11.5122 -0.0631762
-0.0057675 0.0206642 -8.28718e-06 -11.7061 -3.23681 -0.0148206
-0.0108363 0.0260705 0.000501943 -9.77363 -4.04527 -0.0602959
-0.0367735 -0.00480116 -0.00030937 1.22729 -9.15575 -0.101071
-0.044977 -0.0107698 7.56067e-05 1.43601 -8.04137 0.000914942
0.00368051 -0.068846 0.000282905 6.76676 0.394135 0.0475762
0.0802 1.09529e-06 4.55337e-06 7.65092e-07 1.70782e-06 2.27756e-06 2.92203e-06 1.37241e-06
3.30734e-06 -2.11875e-06 -3.28798e-08 0.00112251 0.00134024 1.49773e-06
-0.00292054 0.0108959 0.000140572 -16.1585 -3.88629 0.0576707
-0.0117287 0.00970864 -2.85799e-05 -9.18181 -11.1103 0.0158571
-0.00553452 0.0205495 5.66536e-06 -11.8322 -3.1395 -0.00499717
-0.010368 0.0262561 2.28129e-05 -9.81044 -3.9604 0.0141158
-0.036727 -0.00545491 0.000137318 1.30417 -9.13409 -0.0378951
-0.0427971 -0.00233666 0.000455653 0.774147 -8.77123 -0.024751
0.0160288 0.0528054 0.00067447 -7.24543 2.15531 -0.0853534
0.0802 3.61989e-06 7.30424e-06 1.12493e-06 9.61452e-07 2.15258e-06 5.72222e-06 1.35342e-06
4.56658e-06 -1.04194e-06 8.94366e-10 0.00168356 0.00205214 3.75902e-06
-0.00401489 0.0106732 1.12629e-06 -15.7766 -4.61562 1.55156e-05
-0.011874 0.00970347 2.78005e-05 -9.08244 -11.059 -0.0204559
-0.0068893 0.0195975 1.89729e-05 -11.9664 -3.73911 -0.00267524
-0.0111115 0.0255308 -0.000316107 -9.87289 -4.18981 -0.104614
-0.039309 -0.00241858 3.36237e-05 0.862771 -8.63885 0.00146203
-0.0429676 -0.00656414 -5.2964e-05 1.18559 -8.60695 -0.00723373
0.0620227 -0.0219984 0.000173196 2.02491 6.63858 -0.00759437
0.0802 4.94415e-07 6.29052e-06 2.26206e-06 1.17294e-06 2.33343e-06 2.47911e-06 1.41695e-06
3.01062e-06 -1.62378e-06 2.53591e-08 0.00131896 0.00142208 -8.46399e-08
-0.00178334 0.0110249 8.05243e-05 -16.5026 -3.09294 -0.0812413
-0.010653 0.00978125 -0.000187566 -9.94997 -11.4303 -0.0450878
-0.00559658 0.0208784 -2.72356e-05 -11.6346 -3.14884 0.0342386
-0.0113199 0.0258834 -2.01072e-05 -9.73218 -4.13025 -0.0393402
